Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
Rait Zara Si,"Arijit Singh, Shashaa Tirupati",Atrangi Re,3UkMnMdm9Jq7eXIfv0YMXm,3gOXq3FPPesm7VLPKmef6j,53,2021-12-06,291462,False,https://open.spotify.com/track/3gOXq3FPPesm7VLPKmef6j,0.563,0.495,2,-10.272,1,0.0362,0.781,0.0,0.0837,0.244,125.998
Ishq Wala Love,"Vishal-Shekhar, Salim Merchant, Neeti Mohan, Shekhar Ravjiani",Student of the Year (Original Motion Picture Soundtrack),1Q9pYTcpVfz0eJTZZczELy,1hQia6rxgfM1ly2hE3StWp,67,2012-08-31,257973,False,https://open.spotify.com/track/1hQia6rxgfM1ly2hE3StWp,0.711,0.295,0,-12.377,0,0.0334,0.534,4.51e-05,0.0782,0.694,135.041
Pani Da Rang (Male),Ayushmann Khurrana,Putumayo Presents Indian Groove,3an6ahOO77utcc9pCIl1l9,44gvSP8Kpx6P7VSRHL9dN8,0,2017-10-06,239333,False,https://open.spotify.com/track/44gvSP8Kpx6P7VSRHL9dN8,0.672,0.67,4,-7.257,0,0.0315,0.172,0.000198,0.197,0.533,98.032
"Dooriyan (From ""Love Aaj Kal"")",Mohit Chauhan,Love Aaj Kal,4u7WFjehsC5sUibLEOaqLf,4peiaLdhDgUgQ646Gpbvh3,0,2009,337360,False,https://open.spotify.com/track/4peiaLdhDgUgQ646Gpbvh3,0.517,0.716,7,-6.582,0,0.0509,0.611,0.0,0.11,0.594,122.952
Samjhawan,"Jawad Ahmad, Shaarib Toshi, Arijit Singh, Shreya Ghoshal",Samjhawan,6XgV61OBbr8gHlXdAQ89Sj,0rk2X5TAhraBC5aCIXK2Rq,64,2014-06-19,269185,False,https://open.spotify.com/track/0rk2X5TAhraBC5aCIXK2Rq,0.651,0.482,4,-8.666,1,0.0281,0.293,0.0,0.0811,0.517,106.993
Sham,"Amit Trivedi, Nikhil D'Souza, Neuman Pinto",Aisha (Original Motion Picture Soundtrack),4h2SfJt00zfnnoQSCuOmkc,5Q58RkKyUafm15Syxg79DW,55,2010-07-05,284627,False,https://open.spotify.com/track/5Q58RkKyUafm15Syxg79DW,0.722,0.288,4,-10.767,1,0.0444,0.827,1.06e-05,0.12,0.502,119.899
Tere Bina,"A.R. Rahman, Chinmayi, Murtuza Khan, Qadir Khan",Guru (Original Motion Picture Soundtrack),6kWI9GDPhMhaGNo80Q1XT5,4FeczSomVWVyU4FW7xDeAI,64,2006-09-11,309640,False,https://open.spotify.com/track/4FeczSomVWVyU4FW7xDeAI,0.744,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033
O Sanam,Lucky Ali,Sunoh,54mRGBCsNzGVGhVPenUnvt,5oYRr51VatOtkFeEOursuZ,59,1996-05-06,223028,False,https://open.spotify.com/track/5oYRr51VatOtkFeEOursuZ,0.76,0.555,7,-10.165,1,0.0465,0.409,0.213,0.0822,0.52,98.066
Dooba Dooba,Silk Route,Boondein,6xr5iebhf8ArsIzWs33OYk,61IEe4ujPKOU7OIyubydfz,51,1998-05-06,303020,False,https://open.spotify.com/track/61IEe4ujPKOU7OIyubydfz,0.716,0.562,5,-8.741,1,0.0315,0.529,0.000133,0.0928,0.533,105.004
Teri Deewani,"Kailash Kher, Paresh Kamath, Naresh Kamath",Kailasa,4RaycLPhCCJ8wglYD4cvmD,2iNqdCchlUZEgjJbQyZf8T,64,2006-02-24,323520,False,https://open.spotify.com/track/2iNqdCchlUZEgjJbQyZf8T,0.447,0.6,4,-3.718,0,0.0332,0.324,0.0,0.0962,0.434,80.044
Khaabon Ke Parinday,"Alyssa Mendonsa, Mohit Chauhan",Zindagi Na Milegi Dobara,6Baavsh6HfNka1IyvPrr24,14eotumM24MhIgzidgN3Jx,56,2011-06-06,251704,False,https://open.spotify.com/track/14eotumM24MhIgzidgN3Jx,0.517,0.565,9,-10.184,1,0.0441,0.721,0.00689,0.0997,0.69,169.952
Kabhi Kabhi Aditi,Rashid Ali,Jaane Tu... Ya Jaane Na,7J5iE51Mk97Mf0BjjwYXUZ,3APdIdF8H0jsxSuGOqXedS,67,2008-05-21,218836,False,https://open.spotify.com/track/3APdIdF8H0jsxSuGOqXedS,0.791,0.558,7,-7.155,0,0.0661,0.276,0.0,0.0859,0.872,95.077
Slow Motion Angreza,"Shankar-Ehsaan-Loy, Sukhwinder Singh, Loy Mendonsa, Shankar Mahadevan",Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),3m5FIubiCHr9mH3BU7ngY4,0JX7Es2j556FwtR6YqMKzP,58,2013-06-14,260507,False,https://open.spotify.com/track/0JX7Es2j556FwtR6YqMKzP,0.802,0.763,0,-6.456,1,0.0336,0.22,0.000396,0.128,0.789,120.078
"Ajj Din Chadheya (From ""Love Aaj Kal "")",Rahat Fateh Ali Khan,Love Aaj Kal,4u7WFjehsC5sUibLEOaqLf,6lHBOxVVbjkmByOjHRC2bA,0,2009,315013,False,https://open.spotify.com/track/6lHBOxVVbjkmByOjHRC2bA,0.585,0.687,9,-4.553,1,0.0724,0.551,6.7e-06,0.121,0.815,85.871
"Chaiyya Chaiyya (From ""Dil Se"")","Sukhwinder Singh, Sapna Awasthi",Bollywood's Musical Extravaganza - Sonu Nigam & Sukhwinder Singh,5pfd8NzcyP0hwJB9aaDGRv,7ltsfuHdqTZ5LwPpDy1q0v,47,2016-07-01,416613,False,https://open.spotify.com/track/7ltsfuHdqTZ5LwPpDy1q0v,0.786,0.579,2,-14.913,1,0.142,0.186,0.0,0.118,0.481,90.012
"Agar Tum Saath Ho (From ""Tamasha"")","BollyKex, Arijit Singh, Alka Yagnik","Agar Tum Saath Ho (From ""Tamasha"")",7vYPtGAsa8frBbMI81rOKz,3iP6FDxr7k36zqSDscqZW7,0,2019-12-29,341121,False,https://open.spotify.com/track/3iP6FDxr7k36zqSDscqZW7,0.533,0.498,3,-9.126,1,0.0351,0.552,0.000409,0.191,0.427,122.869
Gal Mitthi Mitthi,"Amit Trivedi, Tochi Raina",Aisha (Original Motion Picture Soundtrack),4h2SfJt00zfnnoQSCuOmkc,4J9n7thOdqi8gxRGNyQoVC,56,2010-07-05,255907,False,https://open.spotify.com/track/4J9n7thOdqi8gxRGNyQoVC,0.906,0.699,0,-5.526,1,0.0462,0.13,0.0165,0.178,0.938,129.946
Dil Se Re,"A.R. Rahman, Anuradha, Chandralekha Annupamaa",Dil Se (Original Motion Picture Soundtrack),54NUwj7U1MOhA1ZGbnhiMz,30yySOIXHZYx94sLAySy2j,54,1998-07-08,405707,False,https://open.spotify.com/track/30yySOIXHZYx94sLAySy2j,0.844,0.442,9,-16.54,1,0.0691,0.00882,0.000498,0.0879,0.436,105.986
Tum Se Hi,"Pritam, Mohit Chauhan",Jab We Met,4OYdTHNgjhXzgVjbqsb0tO,7eQl3Yqv35ioqUfveKHitE,72,2007-09-21,321225,False,https://open.spotify.com/track/7eQl3Yqv35ioqUfveKHitE,0.609,0.538,6,-7.842,1,0.0273,0.328,0.0,0.125,0.608,130.015
In Dino,"Pritam, Soham",Life In A Metro (Original Motion Picture Soundtrack),6leYdBPs1XzfUgpc8xgeSi,6YycppSAeGtSvwmu8qCcr2,58,2007-03-17,397027,False,https://open.spotify.com/track/6YycppSAeGtSvwmu8qCcr2,0.41,0.633,0,-6.989,1,0.0378,0.513,0.0,0.116,0.344,101.461
Shukran Allah,"Salim–Sulaiman, Sonu Nigam, Shreya Ghoshal, Salim Merchant",Kurbaan (Original Motion Picture Soundtrack),7gJUjDpRvBRY5oCh4pC9d5,3nKEiJUeaWn8q2O9I1xwlB,61,2009-10-15,290053,False,https://open.spotify.com/track/3nKEiJUeaWn8q2O9I1xwlB,0.432,0.695,1,-8.022,1,0.111,0.732,0.0014,0.274,0.513,116.153
Jab Se Tere Naina,"Monty Sharma, Shaan",Saawariya (Original Motion Picture Soundtrack),4E6rpd9IcOfe6X8mErzVxf,0gRNu9dVzi5aC87AI1empZ,64,2007-09-14,284573,False,https://open.spotify.com/track/0gRNu9dVzi5aC87AI1empZ,0.599,0.653,0,-7.576,0,0.122,0.362,0.0,0.144,0.678,79.968
"Bolna (From ""Kapoor & Sons (Since 1921)"")","Tanishk Bagchi, Arijit Singh, Asees Kaur","Bolna (From ""Kapoor & Sons (Since 1921)"")",0wzJaFTmOlIGokjoNJ9loW,3GrCQPpKqKzOcKfMAoqn82,64,2016-03-04,212832,False,https://open.spotify.com/track/3GrCQPpKqKzOcKfMAoqn82,0.488,0.403,5,-7.005,1,0.0272,0.598,4.28e-06,0.434,0.497,131.489
Sajdaa,"Shankar-Ehsaan-Loy, Rahat Fateh Ali Khan, Shankar Mahadevan, Richa Sharma",My Name Is Khan (Original Motion Picture Soundtrack),3U2w8t9JJNx2SrUkdY7XRa,5upmbnXemLfPvs3d2eyHml,0,2010-01-05,365707,False,https://open.spotify.com/track/5upmbnXemLfPvs3d2eyHml,0.468,0.737,8,-7.274,1,0.0765,0.726,0.00272,0.0655,0.572,79.448
Zehnaseeb,"Vishal-Shekhar, Chinmayi, Shekhar Ravjiani",Hasee Toh Phasee (Original Motion Picture Soundtrack),3PxXJhlxSQkj8JO7IXy0FE,3xF15SqY32Mno3UUMBirhU,64,2014-01-05,217440,False,https://open.spotify.com/track/3xF15SqY32Mno3UUMBirhU,0.623,0.595,7,-6.342,1,0.0331,0.361,0.000136,0.353,0.418,78.029
"Galliyan (From ""Ek Villain"")",Ankit Tiwari,Best Of Shraddha Kapoor,6EHCTm248DJb77KFh7qfLj,517bz7zkWELmyL4eZzJ5R9,61,2017-03-03,340400,False,https://open.spotify.com/track/517bz7zkWELmyL4eZzJ5R9,0.552,0.75,10,-5.215,0,0.039,0.445,7.37e-05,0.291,0.4,89.999
Subhanallah,"Pritam, Sreeram, Shilpa Rao",Yeh Jawaani Hai Deewani,2Lxoc72vRTGdQfMvj7Ovi1,0GQngE2rOYvlKwEQjTAsP8,67,2013-03-30,249707,False,https://open.spotify.com/track/0GQngE2rOYvlKwEQjTAsP8,0.302,0.493,9,-5.038,1,0.0451,0.455,0.0,0.134,0.457,88.904
Zara Sa,"Pritam, KK",Jannat (Original Motion Picture Soundtrack),153Qw0xXJqhEFxvm9M9rE8,18YHbIhrleUkKKj2DvEp79,68,2008-03-07,303680,False,https://open.spotify.com/track/18YHbIhrleUkKKj2DvEp79,0.468,0.91,11,-3.057,0,0.051,0.12,0.000304,0.271,0.694,163.842
Kun Faya Kun,"A.R. Rahman, Javed Ali, Mohit Chauhan",Rockstar,3RZxrS2dDZlbsYtMRM89v8,7F8RNvTQlvbeBLeenycvN6,68,2011-10-01,470500,False,https://open.spotify.com/track/7F8RNvTQlvbeBLeenycvN6,0.362,0.378,1,-11.008,1,0.0329,0.679,0.0,0.091,0.575,87.549
Aaya Tere Dar Par,"Madan Mohan, Ahmed Hussain, Mohd. Hussain, Mohammed Vakil, Javed Hussain, Javed Akhtar",Veer - Zaara,690w3h4czL3x3W3zIgEcB6,7d5Sk1Omu1qfyOPnlPO9d1,46,2004-09-18,471014,False,https://open.spotify.com/track/7d5Sk1Omu1qfyOPnlPO9d1,0.37,0.909,10,-5.688,1,0.0907,0.252,0.0,0.133,0.706,117.51
Saiyyan,"Kailash Kher, Paresh Kamath, Naresh Kamath",Jhoomo Re,1DzYor2sqKFs4Z6qcUl0V5,2vR23BjIzpLMtzsyKrM6Mb,65,2011-06-03,343907,False,https://open.spotify.com/track/2vR23BjIzpLMtzsyKrM6Mb,0.473,0.562,0,-8.624,1,0.0451,0.65,0.000117,0.12,0.316,74.653
Moh Moh Ke Dhaage (Male),"Anu Malik, Papon, Varun Grover",Dum Laga Ke Haisha,31w6IUeDAItL4R2Enc2sG0,189DQylImZ1hGZaIpAQUzx,55,2015-02-09,322900,False,https://open.spotify.com/track/189DQylImZ1hGZaIpAQUzx,0.634,0.344,2,-11.011,1,0.0288,0.741,6.09e-05,0.111,0.409,128.0
"Gerua (From ""Dilwale"")","Pritam, Arijit Singh, Antara Mitra",Arijit Singh - Ultimate Love Songs,252YtNVYFu7GlS6DQ3HUZ1,2VTUr7TWzOnBig59RYdCsC,43,2016-02-05,345559,False,https://open.spotify.com/track/2VTUr7TWzOnBig59RYdCsC,0.371,0.668,11,-7.269,0,0.0497,0.636,2e-06,0.294,0.403,87.458
Ambarsariya,Sona Mohapatra,Fukrey,5PWhrKKFYTMnutQ4x5DqHd,4qRcjFkFqSpLBzcbLDt7HL,61,2013-05-14,248182,False,https://open.spotify.com/track/4qRcjFkFqSpLBzcbLDt7HL,0.649,0.458,4,-7.632,0,0.0446,0.574,0.0,0.113,0.748,180.071
Yeh Ladka Hai Allah,"Jatin-Lalit, Udit Narayan, Alka Yagnik",Kabhi Khushi Kabhie Gham (Original Motion Picture Soundtrack),5lExQTV6ELzqRgwsqahZoh,0IYpKZhCeoXB85BslBg3q5,56,2001-11-28,327227,False,https://open.spotify.com/track/0IYpKZhCeoXB85BslBg3q5,0.645,0.908,11,-4.682,0,0.0997,0.421,1.6e-06,0.381,0.877,104.233
"Jaane Kyun (From ""Dostana"")","Vishal-Shekhar, Vishal Dadlani",Best of Me Vishal Shekhar,6uxRlKbjePj7hvCiHV5y3k,4w90JoFrkoYfxe4S8DWD7T,39,2013-04-22,277987,False,https://open.spotify.com/track/4w90JoFrkoYfxe4S8DWD7T,0.778,0.812,4,-8.561,0,0.046,0.0573,8.28e-06,0.243,0.791,99.962
Love You Zindagi,"Amit Trivedi, Jasleen Royal",Dear Zindagi (Original Motion Picture Soundtrack),29njH6pDF6JE65D2VJbAxW,6k3XXCE1ZzwevQlxf8dNaw,61,2016-11-15,232505,False,https://open.spotify.com/track/6k3XXCE1ZzwevQlxf8dNaw,0.688,0.701,3,-7.505,1,0.0298,0.06,0.0301,0.271,0.385,110.019
Khuda Jaane,"Vishal-Shekhar, KK, Shilpa Rao, Anvita Dutt Guptan",Bachna Ae Haseeno,4mFLdK8SkUo3cx8ERLQC92,0gPgdRfB4jdGrlyXS0Vx78,70,2008-07-05,333182,False,https://open.spotify.com/track/0gPgdRfB4jdGrlyXS0Vx78,0.404,0.634,8,-5.979,1,0.0398,0.411,0.000526,0.106,0.702,78.508
Tujhe Bhula Diya,"Mohit Chauhan, Shekhar Ravjiani, Shruti Pathak",Anjaana Anjaani,6FC95PYKFrO8UYhjCidPZ9,4r8JqkhpTb5tzSKKHnVJIJ,65,2010-08-19,279429,False,https://open.spotify.com/track/4r8JqkhpTb5tzSKKHnVJIJ,0.644,0.423,11,-8.702,0,0.0324,0.464,0.0,0.11,0.509,131.903
Tere Naina,"Shankar-Ehsaan-Loy, Shafqat Amanat Ali",My Name Is Khan (Original Motion Picture Soundtrack),3U2w8t9JJNx2SrUkdY7XRa,1AXQ4ZCUueIfGGEYAdq9Pe,0,2010-01-05,278547,False,https://open.spotify.com/track/1AXQ4ZCUueIfGGEYAdq9Pe,0.522,0.74,0,-7.018,1,0.0465,0.558,0.0,0.144,0.732,92.618
"Khabar Nahi (From ""Dostana"")","Vishal-Shekhar, Shreya Ghoshal, Amanat Ali, Vishal Dadlani, Raja Hasan",Best of Me Vishal Shekhar,6uxRlKbjePj7hvCiHV5y3k,0PkPrsnbiM1MQhp91IWaMb,37,2013-04-22,259120,False,https://open.spotify.com/track/0PkPrsnbiM1MQhp91IWaMb,0.622,0.758,7,-6.641,1,0.11,0.153,0.0,0.0622,0.436,90.951
Zara Zara,Bombay Jayashri,Rehnaa Hai Terre Dil Mein,5ph1TRxWmRArcbbbvfNbXf,4Q7Q9bmbY5Lo7YamHngO4O,56,2001-10-19,298266,False,https://open.spotify.com/track/4Q7Q9bmbY5Lo7YamHngO4O,0.643,0.268,11,-15.073,0,0.09,0.593,2.06e-06,0.316,0.62,143.813
Enna Sona,"A.R. Rahman, Arijit Singh",OK Jaanu (Original Motion Picture Soundtrack),3Ha8CM9px7D2fn25K4ijl6,6bdpj89aYEBjhpsenXAsmO,65,2017-01-04,213632,False,https://open.spotify.com/track/6bdpj89aYEBjhpsenXAsmO,0.717,0.415,7,-9.875,0,0.0302,0.637,1.43e-06,0.0976,0.379,100.021
Chand Sifarish,"Jatin-Lalit, Shaan, Kailash Kher, Prasoon Joshi",Fanaa,2L3NV5Fxjrj6mi59Gs5tUx,5EYZZvmNAH5VZCwuzYJqoA,66,2006-04-12,275931,False,https://open.spotify.com/track/5EYZZvmNAH5VZCwuzYJqoA,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043
Aas Paas Khuda,Rahat Fateh Ali Khan,Anjaana Anjaani,6FC95PYKFrO8UYhjCidPZ9,3kuxr8U3QynLzyW82p5hYR,57,2010-08-19,319116,False,https://open.spotify.com/track/3kuxr8U3QynLzyW82p5hYR,0.556,0.706,5,-5.709,1,0.0336,0.335,1.8e-06,0.137,0.726,80.008
Dil Diyan Gallan,"Vishal-Shekhar, Atif Aslam, Irshad Kamil",Tiger Zinda Hai,2q00VQKBQu6ZUesFREPFWc,5MnAi6ZF7cE8pAz7wYr9Ta,64,2017-12-12,260537,False,https://open.spotify.com/track/5MnAi6ZF7cE8pAz7wYr9Ta,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012
Kyon,"Pritam, Papon, Sunidhi Chauhan",Barfi! (Original Motion Picture Soundtrack),2KZs4INik6X4KeZEsEWEm4,1sYC1fG7s4p0pTykrJqmgW,57,2012-06-24,266053,False,https://open.spotify.com/track/1sYC1fG7s4p0pTykrJqmgW,0.726,0.664,2,-6.674,1,0.0331,0.636,0.0,0.0964,0.831,121.922
Luka Chuppi,"A.R. Rahman, Lata Mangeshkar",Rang De Basanti (Original Motion Picture Soundtrack),0NKNDn80mhKn4Xi6nHrsqQ,500H9ENeR5AYbKU1ScK6ME,60,2005-12-04,396507,False,https://open.spotify.com/track/500H9ENeR5AYbKU1ScK6ME,0.601,0.441,4,-8.946,1,0.0285,0.645,1.08e-06,0.0986,0.202,103.862
Mera Mann Kehne Laga,Falak Shabbir,Latest Songs Of Ayushmann Khurrana,4cUIDQhSsQnkCLb3JIepxp,1ai3itvPFcWilE9NX0JTCf,56,2017-09-12,227335,False,https://open.spotify.com/track/1ai3itvPFcWilE9NX0JTCf,0.46,0.444,7,-6.217,1,0.123,0.714,2.65e-05,0.0881,0.7,74.977
Uff Teri Adaa,"Shankar Mahadevan, Alyssa Mendonsa",Karthik Calling Karthik,13aLziSCr93ULLwPE2JURA,0og9wKFGgFFNQnrBe7eisG,63,2010-01-18,304089,False,https://open.spotify.com/track/0og9wKFGgFFNQnrBe7eisG,0.647,0.792,2,-9.815,1,0.0373,0.00536,5.82e-05,0.054,0.306,132.032
Dil Dhadakne Do,"Joi Barua, Suraj Jagan",Zindagi Na Milegi Dobara,6Baavsh6HfNka1IyvPrr24,46elU7IBKWf55D5sjHGqO7,56,2011-06-06,230319,False,https://open.spotify.com/track/46elU7IBKWf55D5sjHGqO7,0.778,0.599,2,-4.758,1,0.032,0.0705,0.0,0.59,0.949,116.951
Socha Hai,Farhan Akhtar,Rock On,43Fh1hMumKDCcax2JOWEmR,7IjnfuMNfdrAXbefurdIIR,47,2010-02-16,246132,False,https://open.spotify.com/track/7IjnfuMNfdrAXbefurdIIR,0.593,0.773,2,-5.591,1,0.0339,0.722,0.0,0.117,0.561,133.975
"Guzarish (From ""Ghajini"")",Javed Ali,Ar Rahman Musique,2MmZFEUgrP9QgMmKzmXHa5,39bHz64P8EIGXnoPfpYnUE,43,2019-03-12,327030,False,https://open.spotify.com/track/39bHz64P8EIGXnoPfpYnUE,0.595,0.624,9,-10.943,0,0.0603,0.0925,0.0,0.114,0.647,170.001
Bahara,"Vishal-Shekhar, Shreya Ghoshal, Sona Mohapatra",I Hate Luv Storys (Original Motion Picture Soundtrack),4SPHfSWibeoFCSdR4vd5QL,1gwO79MdYdumgIjxq8eCxB,62,2010-05-25,325707,False,https://open.spotify.com/track/1gwO79MdYdumgIjxq8eCxB,0.595,0.739,5,-6.733,1,0.0359,0.0716,6.98e-06,0.134,0.722,87.834
